Chemical System	Reaction	%A	%B	%C	Temperature, °C  	Reaction type   
Cu-Sm  	L = CuSm  	 	50  	 	785  	Congruent  
Cu-Sm  	L = CuSm + (Sm) rt  	71.8  	50  	100  	555  	Eutectic  
Cu-Sm  	(Sm) ht2 = L + (Sm) ht1  	100  	90.8  	100  	917  	Catatectic  
Cu-Sm  	L + (Sm) ht1 + (Sm) rt  	79  	100  	100  	734  	unknown  
Er-Sm  	L + (Sm ht1,Er) = (Sm) ht2  	22  	17  	20  	1450  	Peritectic  
Fe-Sm  	(Fe) rt = L + (Fe) ht  	4  	18  	1  	1350  	Catatectic  
Fe-Sm  	(Fe) ht = (Fe) rt + Sm2Fe17 rt  	0  	0  	10.5  	910  	Eutectoid  
Fe-Sm  	L + (Fe) ht = Sm2Fe17 ht  	30  	1  	10.5  	1280  	Peritectic  
Fe-Sm  	Sm2Fe17 ht = Sm2Fe17 rt  	 	10.5  	 	1190  	Polymorphic  
Fe-Sm  	L + Sm2Fe17 rt = SmFe3  	52  	10.5  	25  	1010  	Peritectic  
Fe-Sm  	L + SmFe3 = SmFe2  	60  	25  	33.3  	900  	Peritectic  
Fe-Sm  	L = SmFe2 + (Sm) rt  	73  	33.3  	99.5  	720  	Eutectic  
Fe-Sm  	L + (Sm) ht2 + (Sm) ht1  	87  	100  	100  	922  	unknown  
Fe-Sm  	L + (Sm) ht1 + (Sm) rt  	74  	99.5  	99.5  	734  	unknown  
F-Sm  	L2 = L1 + SmF2  	42.25  	97.25  	35  	1213  	Monotectic  
F-Sm  	L1 = (Sm) ht2 + SmF2  	99  	100  	34  	1070  	Eutectic  
F-Sm  	(Sm) ht2 + (Sm) ht1 + SmF2  	100  	100  	33.3  	922  	unknown  
F-Sm  	(Sm) ht1 + (Sm) rt + SmF2  	100  	100  	33.3  	734  	unknown  
F-Sm  	L = SmF2  	 	33.3  	 	1425  	Congruent  
F-Sm  	SmF3 ht = SmF3 rt  	 	25  	 	555  	Polymorphic  
Ga-Sm  	L + (Ga) + SmGa6 rt  	0  	0  	14.3  	29.7741  	unknown  
Ga-Sm  	L + SmGa2 = SmGa6 ht  	4  	20  	14.3  	578  	Peritectic  
Ga-Sm  	SmGa6 rt = SmGa6 rt  	 	14.3  	 	439  	Polymorphic  
Ga-Sm  	L = SmGa2  	 	33.3  	 	1390  	Congruent  
Ga-Sm  	L + SmGa2 = SmGa  	51  	33.3  	50  	1105  	Peritectic  
Ga-Sm  	L + SmGa = Sm5Ga3  	63.5  	50  	62.5  	970  	Peritectic  
Ga-Sm  	L + Sm5Ga3 = Sm3Ga  	75.5  	62.5  	75  	875  	Peritectic  
Ga-Sm  	L = Sm3Ga + (Sm) rt  	80  	75  	100  	735  	Eutectic  
Ga-Sm  	(Sm) ht2 = L + (Sm) ht1  	92.5  	86  	97  	840  	Catatectic  
Ga-Sm  	GaSm3 + (Sm) ht1 + (Sm) rt  	75  	100  	100  	734  	unknown  
Ge-Sm  	L = (Ge) + Sm2Ge3 ht1  	15  	0  	40  	820  	Eutectic  
Ge-Sm  	(Ge) + Sm2Ge3 ht1 = Sm3Ge5 rt  	0  	40  	38  	760  	Peritectoid  
Ge-Sm  	L + SmGe = SmGe1.5 ht2  	33  	50  	40  	1355  	Peritectic  
Ge-Sm  	SmGe1.5 ht2 = Sm2Ge3 ht1  	 	40  	 	1085  	Polymorphic  
Ge-Sm  	Sm2Ge3 ht1 = Sm2Ge3 rt  	 	40  	 	745  	Polymorphic  
Ge-Sm  	L + Sm5Ge4 = SmGe  	36  	55.6  	50  	1400  	Peritectic  
Ge-Sm  	L + Sm5Ge3 = Sm5Ge4  	43.5  	62.5  	55.6  	1500  	Peritectic  
Ge-Sm  	L = Sm5Ge3  	 	62.5  	 	1700  	Congruent  
Ge-Sm  	L = Sm5Ge3 + (Sm) ht1  	89  	62.5  	100  	890  	Eutectic  
Ge-Sm  	L + (Sm) ht2 + (Sm) ht1  	91  	100  	100  	922  	unknown  
Ge-Sm  	Sm5Ge3 + (Sm) ht1 + (Sm) rt  	62.5  	100  	100  	734  	unknown  
Hg-Sm  	L1 + (Hg) lt + Hg6.5Sm  	0  	0  	14  	-38.829  	unknown  
Hg-Sm  	L + Hg3Sm = Hg45Sm11  	0.5  	25  	19.7  	200  	Peritectic  
Hg-Sm  	L + Hg2Sm = Hg3Sm  	15  	33.3  	25  	910  	Peritectic  
Hg-Sm  	L = Hg2Sm  	 	33.3  	 	1100  	Congruent  
Hg-Sm  	L = Hg2Sm + HgSm  	41  	33.3  	50  	1040  	Eutectic  
Hg-Sm  	L = HgSm  	 	50  	 	1200  	Congruent  
Hg-Sm  	L = HgSm + (Sm) ht2  	80  	50  	89  	800  	Eutectic  
Hg-Sm  	(Sm) ht2 = HgSm + (Sm) ht1  	94  	50  	97  	700  	Eutectoid  
Ho-Sm  	L + (Ho,Sm ht1) = (Sm) ht2  	7  	2  	5  	1450  	Peritectic  
H-Sm  	(Sm) ht1 = (Sm) rt + SmH2  	85  	93  	35  	430  	Eutectoid  
In-Sm  	L = (In) + SmIn3 rt  	0  	0  	25  	156  	Eutectic  
In-Sm  	L = SmIn3 rt  	 	25  	 	1130  	Congruent  
In-Sm  	L = SmIn3 rt + Sm3In5  	33  	25  	37  	1079  	Eutectic  
In-Sm  	L = Sm3In5  	 	37.5  	 	1110  	Congruent  
In-Sm  	L = Sm3In5 + SmIn  	40.5  	38  	51  	1090  	Eutectic  
In-Sm  	L = SmIn  	 	53  	 	1210  	Congruent  
In-Sm  	L = SmIn + Sm2In  	65  	56  	67  	1080  	Eutectic  
In-Sm  	L = Sm2In  	 	67  	 	1090  	Congruent  
In-Sm  	L = Sm2In + (Sm) ht2  	83.5  	68  	86  	905  	Eutectic  
In-Sm  	Sm2In + (Sm) ht2 = Sm3In rt  	68  	88  	75  	800  	Peritectoid  
In-Sm  	(Sm) ht2 = Sm3In rt + (Sm) ht1  	88  	75  	95  	790  	Eutectoid  
Ir-Sm  	L = (Ir) + SmIr3  	15  	0  	25  	2025  	Eutectic  
Ir-Sm  	L + SmIr2 = SmIr3  	20  	32.2  	25  	2200  	Peritectic  
Ir-Sm  	L = SmIr2  	 	33.3  	 	2400  	Congruent  
Ir-Sm  	L + SmIr2 = Sm5Ir3  	63.5  	34  	62.5  	1350  	Peritectic  
Ir-Sm  	L + Sm5Ir3 = Sm5Ir2  	74  	62.5  	71.4  	1120  	Peritectic  
Ir-Sm  	L + Sm5Ir2 = Sm3Ir  	81  	71.4  	75  	950  	Peritectic  
Ir-Sm  	L = Sm3Ir + (Sm) ht2  	88.5  	75  	99  	850  	Eutectic  
Ir-Sm  	(Sm) ht1 = Sm3Ir + (Sm) ht1  	99.4  	75  	99.7  	800  	Eutectoid  
Ir-Sm  	Sm3Ir + (Sm) ht1 + (Sm) rt  	75  	100  	100  	734  	unknown  
La-Sm  	(La ht2,Sm ht2) = (La) ht1 + (La rt,Sm ht1)  	25  	20  	30  	770  	Eutectoid  
Li-Sm  	L1 = (Li) rt + (Sm) rt  	0.5  	0  	100  	176  	Eutectic  
Li-Sm  	L2 = L1 + (Sm) ht1  	81.3  	8  	100  	905  	Monotectic  
Li-Sm  	L2 + (Sm) ht2 + (Sm) ht1  	83  	100  	100  	922  	unknown  
Li-Sm  	L1 + (Sm) ht1 + (Sm) rt  	6  	100  	100  	734  	unknown  
Lu-Sm  	L + (Sm ht1,Lu) = (Sm) ht2  	50  	44  	47  	1470  	Peritectic  
Mg-Sm  	L = (Mg) + Mg41Sm5  	8  	1  	10.5  	530  	Eutectic  
Mg-Sm  	L + Mg47Sm9 = Mh41Sm5  	8.5  	10.5  	16  	540  	Peritectic  
Mg-Sm  	L + Mg3Sm = Mg47Sm9  	10.5  	24.5  	16.5  	565  	Peritectic  
Mg-Sm  	L + Mg2Sm = Mg3Sm  	22  	32.5  	25  	700  	Peritectic  
Mg-Sm  	L = Mg2Sm  	 	33.3  	 	750  	Congruent  
Mg-Sm  	L = Mg2Sm + MgSm  	35.5  	33.8  	49.5  	735  	Eutectic  
Mg-Sm  	L = MgSm  	 	50  	 	800  	Congruent  
Mg-Sm  	L = MgSm + (Sm) ht2  	55  	50.5  	66  	785  	Eutectic  
Mg-Sm  	(Sm) ht2 = MgSm + ?  	80  	50.5  	 	580  	Eutectoid  
Mn-Sm  	L + (Mn) ht3 + (Mn) ht2  	24  	0  	0  	1138  	unknown  
Mn-Sm  	L + (Mn) ht2 + (Mn) ht1  	32.5  	0  	0  	1100  	unknown  
Mn-Sm  	(Mn) ht1 + (Mn) rt + Sm6Mn23  	0  	0  	20.7  	727  	unknown  
Mn-Sm  	L + (Mn) ht1 = Sm6Mn23  	42  	0  	20.7  	1025  	Peritectic  
Mn-Sm  	L + Sm6Mn23 = SmMn2 rt  	55  	20.7  	33.3  	930  	Peritectic  
Mn-Sm  	L = SmMn2 rt + (Sm) ht1  	68  	33.3  	100  	795  	Eutectic  
Mn-Sm  	L + (Sm) ht2 + (Sm) ht1  	79  	100  	100  	922  	unknown  
Mn-Sm  	SmMn2 rt + (Sm) ht1 + (Sm) rt  	33.3  	100  	100  	734  	unknown  
Mo-Sm  	L2 = (Mo) + (Sm) ht2  	99.5  	0  	100  	1068  	Eutectic  
Mo-Sm  	(Mo) + (Sm) ht2 + (Sm) ht1  	0  	100  	100  	922  	unknown  
Mo-Sm  	(Mo) + (Sm) ht1 + (Sm) rt  	0  	100  	100  	734  	unknown  
Nb-Sm  	L + (Nb) = (Sm) ht2  	99  	0  	98  	1140  	Peritectic  
Nb-Sm  	(Nb) + (Sm) ht2 = (Sm) ht1  	0  	99  	99  	927  	Peritectoid  
Nb-Sm  	(Nb) + (Sm) ht1 + (Sm) rt  	0  	99  	99  	734  	unknown  
Ni-Sm  	L = (Ni) + Sm2Ni17  	6.8  	0  	10.5  	1274  	Eutectic  
Ni-Sm  	L + SmNi5 = Sm2Ni17  	8.1  	16.7  	10.5  	1292  	Peritectic  
Ni-Sm  	L = SmNi5  	 	16.7  	 	1433  	Congruent  
Ni-Sm  	L + SmNi5 = Sm5Ni19  	26.7  	16.7  	20.8  	1282  	Peritectic  
Ni-Sm  	L + Sm5Ni19 = Sm2Ni7  	29.4  	20.8  	22.2  	1220  	Peritectic  
Ni-Sm  	L + Sm2Ni7 = SmNi3  	32.2  	22.2  	25  	1135  	Peritectic  
Ni-Sm  	L + SmNi3 = SmNi2  	35.4  	25  	33.3  	1028  	Peritectic  
Ni-Sm  	L = SmNi2 + SmNi  	42.2  	33.3  	50  	816  	Eutectic  
Ni-Sm  	L = SmNi  	 	50  	 	1077  	Congruent  
Ni-Sm  	L = SmNi + Sm3Ni  	62.6  	50  	75  	572  	Eutectic  
Ni-Sm  	L + (Sm) rt = Sm3Ni  	73.6  	100  	75  	663  	Peritectic  
Ni-Sm  	L + (Sm) ht2 + (Sm) ht1  	91  	100  	100  	922  	unknown  
Ni-Sm  	L + (Sm) ht1 + (Sm) rt  	77.5  	100  	100  	734  	unknown  
Pb-Sm  	L = (Pb) + SmPb3  	10  	2  	25  	280  	Eutectic  
Pb-Sm  	L = SmPb3  	 	25  	 	1050  	Congruent  
Pb-Sm  	L = SmPb3 + SmPb2  	29  	25  	33.3  	580  	Eutectic  
Pb-Sm  	L = SmPb2  	 	33.3  	 	715  	Congruent  
Pb-Sm  	L = SmPb2 + Sm11Pb10  	36  	33.3  	52.4  	690  	Eutectic  
Pb-Sm  	L + Sm5Pb4 = Sm11Pb10  	38  	55.6  	52.4  	865  	Peritectic  
Pb-Sm  	L + Sm5Pb3 = Sm5Pb4  	40.5  	62.5  	55.6  	980  	Peritectic  
Pb-Sm  	L = Sm5Pb3  	 	62.5  	 	1580  	Congruent  
Pb-Sm  	L = Sm5Pb3 + (Sm) ht2  	95  	62.5  	97  	1030  	Eutectic  
Pb-Sm  	(Sm) ht2 = Sm5Pb3 + (Sm) ht1  	99.5  	62.5  	100  	920  	Eutectoid  
Pb-Sm  	Sm5Pb3 + (Sm) ht1 + (Sm) rt  	62.5  	100  	100  	6734  	unknown  
Pb-Sm  	Sm5Pb3 + (Sm) rt = Sm3Pb  	62.5  	100  	75  	550  	Peritectoid  
Pd-Sm  	L = (Pd) + SmPd5  	13.5  	10.3  	16.7  	1078  	Eutectic  
Pd-Sm  	(Pd) + SmPd5 = SmPd7 rt  	9  	16.7  	12.5  	547  	Peritectoid  
Pd-Sm  	L + SmPd3 = SmPd5  	15  	22.5  	16.7  	1120  	Peritectic  
Pd-Sm  	L = SmPd3  	 	25  	 	1620  	Congruent  
Pd-Sm  	L + SmPd3 = Sm10Pd21  	35  	25  	32.3  	1160  	Peritectic  
Pd-Sm  	L = Sm10Pd21 + Sm3Pd4  	38  	32.3  	42.9  	1080  	Eutectic  
Pd-Sm  	L = Sm3Pd4  	 	42.9  	 	1260  	Congruent  
Pd-Sm  	L = Sm3Pd4 + SmPd ht  	46.5  	42.9  	50  	1225  	Eutectic  
Pd-Sm  	L = SmPd ht  	 	51  	 	1270  	Congruent  
Pd-Sm  	SmPd ht = Pd4Sm3 + SmPd rt  	50  	42.9  	50  	960  	Eutectoid  
Pd-Sm  	L + SmPd ht = SmPd rt  	60  	50  	50  	982  	Peritectic  
Pd-Sm  	L + SmPd rt = Sm3Pd2  	64  	51  	60  	795  	Peritectic  
Pd-Sm  	L + Sm3Pd2 = Sm7Pd3  	72  	60  	70  	730  	Peritectic  
Pd-Sm  	L = Sm7Pd3 + (Sm) rt  	80  	70  	100  	692  	Eutectic  
Pd-Sm  	L + (Sm) ht2 = (Sm) ht1  	92  	100  	99.5  	955  	Peritectic  
Pd-Sm  	L + (Sm) ht1 + (Sm) rt  	82  	100  	100  	734  	unknown  
Pt-Sm  	L = (Pt) + SmPt5  	10  	0  	16.7  	1600  	Eutectic  
Pt-Sm  	L + SmPt2 = SmPt5  	14  	25  	16.7  	1750  	Peritectic  
Pt-Sm  	L = SmPt2  	 	33.3  	 	2200  	Congruent  
Pt-Sm  	L = SmPt2 + Sm3Pt4  	40  	33.3  	42.9  	1550  	Eutectic  
Pt-Sm  	L + SmPt = Sm3Pt4  	42  	50  	42.9  	1600  	Peritectic  
Pt-Sm  	L = SmPt  	 	50  	 	1850  	Congruent  
Pt-Sm  	L + SmPt = Sm3Pt2  	72  	50  	60  	1300  	Peritectic  
Pt-Sm  	L + Sm3Pt2 = Sm7Pt3  	78  	60  	70  	1100  	Peritectic  
Pt-Sm  	L = Sm7Pt3 + (Sm) ht1  	92  	70  	99.5  	800  	Eutectic  
Pt-Sm  	(Sm) ht2 = L + (Sm) ht1  	99.5  	95  	99.5  	900  	Catatectic  
Pt-Sm  	(Sm) ht1 = Sm7Pt3 + (Sm) rt  	99.5  	70  	100  	730  	Eutectoid  
Pu-Sm  	L1 = (Pu) ht5 + (Sm) ht1  	3  	2  	73  	637  	Eutectic  
Pu-Sm  	(Pu) ht5 + (Sm) ht1 = (Pu) ht3  	1  	74.5  	3  	491  	Peritectoid  
Pu-Sm  	(Pu) ht5 + (Pu) ht3 = (Pu) ht4  	1  	3  	2  	480  	Peritectoid  
Pu-Sm  	L2 = L1 + (Sm) ht2  	65  	6  	68  	940  	Monotectic  
Pu-Sm  	(Sm) ht2 = L1 + (Sm) ht1  	69  	5  	71  	851  	Catatectic  
Pu-Sm  	(Pu) ht3 + (Pu) ht2 + (Sm) ht1  	1  	0  	76.5  	320  	unknown  
Pu-Sm  	(Pu) ht2 + (Pu) ht1 + (Sm) ht1  	0  	0  	77  	215  	unknown  
Pu-Sm  	(Pu) ht1 + (Pu) rt + (Sm) ht1  	0  	0  	77.5  	125  	unknown  
Rh-Sm  	L + Sm5Rh4 = SmRh  	42  	55.6  	50  	1300  	Peritectic  
Rh-Sm  	L = (Rh) + SmRh2  	23  	0  	32.5  	1150  	Eutectic  
Rh-Sm  	L = SmRh2  	 	33.3  	 	1400  	Congruent  
Rh-Sm  	L = SmRh2 + SmRh  	39  	34.5  	50  	1200  	Eutectic  
Rh-Sm  	(Rh) + SmRh2 = SmRh3 rt  	0  	32.5  	25  	900  	Peritectoid  
Rh-Sm  	L = Sm5Rh4  	 	55.6  	 	1450  	Congruent  
Rh-Sm  	L + Sm5Rh4 = Sm5Rh3 ht  	65  	55.6  	62.5  	1300  	Peritectic  
Rh-Sm  	Sm5Rh3 ht = Sm5Rh3 rt  	 	62.5  	 	800  	Polymorphic  
Rh-Sm  	L = Sm5Rh3 ht + Sm7Rh3  	68  	62.5  	70  	1220  	Eutectic  
Rh-Sm  	L = Sm7Rh3  	 	70  	 	1270  	Congruent  
Rh-Sm  	L = Sm7Rh3 + Sm3.2Rh0.8  	77  	70  	80  	1050  	Eutectic  
Rh-Sm  	L = Sm3.2Rh0.8  	 	80  	 	1100  	Congruent  
Rh-Sm  	L = Sm3.2Rh0.8 + (Sm) ht1  	88  	80  	100  	800  	Eutectic  
Rh-Sm  	L + (Sm) ht2 + (Sm) ht1  	94  	100  	100  	922  	unknown  
Rh-Sm  	Sm3.2Rh0.8 + (Sm) ht1 + (Sm) rt  	80  	100  	100  	734  	unknown  
Ru-Sm  	L = (Ru) + SmRu2  	20  	0  	33.3  	1720  	Eutectic  
Ru-Sm  	L = SmRu2  	 	33.3  	 	1900  	Congruent  
Ru-Sm  	L + SmRu2 = Sm44Ru25  	66  	33.3  	63.8  	945  	Peritectic  
Ru-Sm  	L = Sm44Ru25 + Sm5Ru2  	67.5  	63.8  	71.4  	900  	Eutectic  
Ru-Sm  	L = Sm5Ru2  	 	71.4  	 	960  	Congruent  
Ru-Sm  	L + Sm5Ru2 + Sm3Ru  	75  	71.4  	75  	925  	unknown  
Ru-Sm  	L = Sm3Ru + (Sm) ht1  	86  	75  	100  	775  	Eutectic  
Ru-Sm  	L + (Sm) ht2 + (Sm) ht1  	93  	100  	100  	922  	unknown  
Ru-Sm  	Sm3Ru + (Sm) ht1 + (Sm) rt  	75  	100  	100  	734  	unknown  
Sb-Sm  	L = (Sb) + SmSb2  	3.5  	0  	33.3  	602  	Eutectic  
Sb-Sm  	L + SmSb = SmSb2  	21  	50  	33.3  	1372  	Peritectic  
Sb-Sm  	L = SmSb  	 	50  	 	1930  	Congruent  
Sb-Sm  	L + SmSb = Sm4Sb3  	63.5  	50  	57.1  	1789  	Peritectic  
Sb-Sm  	L + Sm4Sb3 = Sm5Sb3 ht  	68  	57.1  	62.5  	1730  	Peritectic  
Sb-Sm  	Sm5Sb3 ht = Sm5Sb3 rt  	 	62.5  	 	1020  	Polymorphic  
Sb-Sm  	L + Sm5Sb3 ht = Sm2Sb  	84  	62.5  	66.7  	1327  	Peritectic  
Sb-Sm  	L = Sm2Sb + (Sm) ht2  	91  	66.7  	99  	950  	Eutectic  
Sb-Sm  	(Sm) ht2 = Sm2Sb + (Sm) ht1  	99.5  	66.7  	100  	920  	Eutectoid  
Sb-Sm  	Sm2Sb + (Sm) ht1 + (Sm) rt  	66.7  	100  	100  	734  	unknown  
Si-Sm  	L = (Si) + SmSi2 ht  	11  	0  	33.3  	1250  	Eutectic  
Si-Sm  	L = SmSi2 ht  	 	33.3  	 	1820  	Congruent  
Si-Sm  	SmSi2 ht = SmSi2 rt  	 	33.3  	 	380  	Polymorphic  
Si-Sm  	SmSi2 ht + SmSi = SmSi1.67 rt  	33.3  	50  	37.5  	1580  	Eutectoid  
Si-Sm  	L = SmSi2 ht + SmSi  	41  	33.3  	50  	1650  	Eutectic  
Si-Sm  	L = SmSi  	 	50  	 	1760  	Congruent  
Si-Sm  	L + SmSi = Sm5Si4  	61  	50  	55.6  	1640  	Peritectic  
Si-Sm  	L = Sm5Si3 + (Sm) ht1  	84.5  	62.5  	99  	880  	Eutectic  
Si-Sm  	L + (Sm) ht2 + (Sm) ht1  	87  	100  	100  	922  	unknown  
Si-Sm  	L + Sm5Si4 = Sm5Si3  	67  	55.6  	62.5  	1520  	Peritectic  
Si-Sm  	Sm5Si3 + (Sm) ht1 + (Sm) rt  	62.5  	100  	100  	734  	unknown  
Sm-Sn  	L = (Sm) ht1 + Sm5Sn3  	11  	0  	37.5  	906  	Eutectic  
Sm-Sn  	(Sm) ht2 = L + (Sm) ht1  	0.5  	10.5  	0  	916  	Catatectic  
Sm-Sn  	(Sm) ht1 + (Sm) rt + Sm5Sn3  	0  	0  	37.5  	734  	unknown  
Sm-Sn  	L = Sm5Sn3  	 	37.5  	 	1505  	Congruent  
Sm-Sn  	L + Sm5Sn3 = Sm4Sn3  	44  	37.5  	42.9  	1440  	Peritectic  
Sm-Sn  	L + Sm4Sn3 = Sm5Sn4  	45  	42.9  	44.4  	1420  	Peritectic  
Sm-Sn  	L + Sm5Sn4 = Sm11Sn10 ht  	51  	44.4  	47.6  	1240  	Peritectic  
Sm-Sn  	Sm11Sn10 ht = L + Sm5Sn4  	47.6  	55  	44.4  	1170  	Catatectic  
Sm-Sn  	L + Sm5Sn4 + Sm2Sn3  	60  	44.4  	60  	1105  	unknown  
Sm-Sn  	L = Sm2Sn3 + SmSn3 rt  	67  	60  	75  	1080  	Eutectic  
Sm-Sn  	L = SmSn3 rt  	 	75  	 	1090  	Congruent  
Sm-Sn  	L = SmSn3 rt + (Sn) rt  	99.8  	75  	100  	229  	Eutectic  
Sm-Sn  	SmSn3 rt + (Sn) rt + (Sn) lt  	75  	100  	100  	13  	unknown  
Sm-Ta  	L = (Sm) ht2 + (Ta)  	0.02  	0  	 	1074  	Eutectic  
Sm-Te  	L + (Sm) ht2 + SmTe  	0  	0  	50  	1074  	unknown  
Sm-Te  	(Sm) ht2 + (Sm) ht1 + SmTe  	0  	0  	50  	923  	unknown  
Sm-Te  	(Sm) ht1 + (Sm) rt + SmTe  	0  	0  	50  	733  	unknown  
Sm-Te  	L + SmTe1.9 + (Te)  	100  	65.5  	100  	449.57  	unknown  
Sm-Th  	(Sm ht2,Th ht) + (Th) rt = (Sm) ht1  	21  	39  	25  	1030  	Peritectoid  
Sm-Tl  	(Sm) ht2 = (Sm) ht1 + TlSm2  	10  	2.5  	33  	760  	Eutectoid  
Sm-Tl  	L = (Sm) ht2 + TlSm2  	18  	12  	33  	840  	Eutectic  
Sm-Tl  	L + Tl3Sm5 = TlSm2  	29  	37  	33.5  	1030  	Peritectic  
Sm-Tl  	L + TlSm rt = Tl3Sm5  	34  	44  	38  	1060  	Peritectic  
Sm-Tl  	L = TlSm rt  	 	50  	 	1220  	Congruent  
Sm-Tl  	L + TlSm rt = Tl5Sm3  	66  	51  	62.5  	940  	Peritectic  
Sm-Tl  	L = Tl5Sm3 + Tl3Sm  	72  	63  	75  	860  	Eutectic  
Sm-Tl  	L = Tl3Sm  	 	75  	 	870  	Congruent  
Sm-Tl  	L = Tl3Sm + (Tl) ht  	100  	75  	100  	303  	Eutectic  
Sm-Tl  	Tl3Sm + (Tl) ht + (Tl) rt  	75  	100  	100  	230  	unknown  
Sm-Tm  	L + (Sm ht1,Tm) = (Sm) ht2  	66  	71  	69  	1450  	Peritectic  
Sm-U  	L1 + L2 + (U) ht2  	1  	100  	100  	1135  	unknown  
Sm-U  	L1 = (Sm) ht2 + (U) ht2  	0.5  	0  	100  	1060  	Eutectic  
Sm-U  	(Sm) ht2 + (Sm) ht1 + (U) ht2  	0  	0  	100  	922  	unknown  
Sm-V  	L1 = (Sm) ht2 + (V)  	1  	0  	100  	1069  	Eutectic  
Sm-V  	(Sm) ht2 + (Sm) ht1 + (V)  	0  	0  	100  	919  	unknown  
Sm-V  	(Sm) ht1 + (Sm) rt + (V)  	0  	0  	100  	734  	unknown  
Sm-W  	L1 = (Sm) ht2 + (W)  	0  	0  	 	1074  	unknown  
Sm-W  	(Sm) ht2 + (Sm) ht1 + (W)  	0  	0  	 	919  	unknown  
Sm-W  	(Sm) ht1 + (Sm) rt + (W)  	0  	0  	 	734  	unknown  
Sm-Zn  	(Sm) ht2 = (Sm) ht1 + ZnSm  	9  	2  	50  	670  	Eutectoid  
Sm-Zn  	L = (Sm) ht2 + ZnSm  	23.9  	12.5  	50  	680  	Eutectic  
Sm-Zn  	L = ZnSm  	 	50  	 	960  	Congruent  
Sm-Zn  	L = ZnSm + Zn2Sm rt  	56.4  	50  	65.5  	860  	Eutectic  
Sm-Zn  	L = Zn2Sm ht  	 	66.5  	 	942  	Congruent  
Sm-Zn  	L + Zn2Sm ht = Zn2Sm rt  	59  	65.5  	65.5  	905  	Peritectic  
Sm-Zn  	Zn2Sm ht = L + Zn2Sm rt  	68  	74.5  	68  	865  	Catatectic  
Sm-Zn  	L + Zn2Sm rt = Zn3Sm  	75.5  	67.5  	75  	855  	Peritectic  
Sm-Zn  	L = Zn3Sm + Zn11Sm3  	76  	75  	78.6  	850  	Eutectic  
Sm-Zn  	L + Zn58Sm13 = Zn11Sm3  	77.5  	81.7  	78.6  	870  	Peritectic  
Sm-Zn  	L = Zn58Sm13  	 	81.7  	 	908  	Congruent  
Sm-Zn  	L = Zn58Sm13 + Sm2Zn17  	85.5  	81.7  	89.5  	900  	Eutectic  
Sm-Zn  	Zn58Sm13 + Zn17Sm2 = Zn22Sm3 rt  	81.7  	89.5  	88  	890  	Peritectoid  
Sm-Zn  	L = Zn17Sm2  	 	89.5  	 	940  	Congruent  
Sm-Zn  	L + Zn17Sm2 = Zn12Sm rt  	99  	89.5  	92  	760  	Peritectic  
Sm-Zn  	L = Zn12Sm rt + (Zn)  	100  	92  	100  	419.58  	Eutectic  
S-Sm  	L = (Sm) ht2 + SmS  	98  	100  	50  	1050  	Eutectic  
S-Sm  	(Sm) ht2 + (Sm) ht1 + SmS  	100  	100  	50  	922  	unknown  
S-Sm  	(Sm) ht1 + (Sm) rt + SmS  	100  	100  	50  	734  	unknown  
S-Sm  	L = SmS  	 	50  	 	2080  	Congruent  
S-Sm  	L = SmS + Sm3S4  	45.2  	50  	42.9  	1870  	Eutectic  
S-Sm  	L = Sm3S4  	 	42.9  	 	2030  	Congruent  
S-Sm  	L + Sm3S4 + Sm5S7  	41.7  	42.9  	41.7  	1830  	unknown  
S-Sm  	L + Sm5S7 + Sm2S3 rt  	10  	41.7  	40  	1720  	unknown  

Found: 362 reactions
Return to Contents 

ASM Alloy Phase Diagrams Center, P. Villars, editor-in-chief; H. Okamoto and K. Cenzual, section editors;
http://www1.asminternational.org/AsmEnterprise/APD, ASM International, Materials Park, OH, USA, 2006-2015
© ASM International 2015. All Rights Reserved. Version 1.0.5.0

 	Alloy Phase Diagram Database™	Element 1: Element 2: Element 3:  
HomeExplorerSearchToolsHelp
 
Special Points Table

Return to Contents

Chemical System	Reaction	%A	%B	%C	Temperature, °C 	Reaction type 
Ag-Sn  	L + (Ag) = Ag0.8Sn0.2  	19.5  	11.5  	13  	724  	Peritectic  
Ag-Sn  	L + Ag0.8Sn0.2 = Ag3Sn  	49.6  	22.85  	25  	480  	Peritectic  
Ag-Sn  	L = Ag3Sn + (Sn) rt  	96.2  	25  	100  	221  	Eutectic  
Ag-Sn  	Ag3Sn + (Sn) rt + (Sn) lt  	25  	100  	100  	13  	unknown  
Al-Sn  	L = (Al) + (Sn) rt  	97.6  	100  	99  	228  	Eutectic  
As-Sn  	L = (As) + SnAs  	39  	21.9  	50  	579  	Eutectic  
As-Sn  	L = SnAs  	 	50  	 	595  	Congruent  
As-Sn  	L + SnAs = Sn4As3  	57.5  	50  	57.14  	587.8  	Peritectic  
As-Sn  	L = Sn4As3+ (Sn) rt  	99.8  	59  	100  	231.3  	Eutectic  
Au-Sn  	L + (Au) = Au3.6Zn0.4  	21.5  	6.6  	8  	532  	Peritectic  
Au-Sn  	L + Au3.6Zn0.4 = Au0.85Zn0.15  	21.7  	8  	9.1  	521  	Peritectic  
Au-Sn  	L = Au0.85Zn0.15 + AuSn  	29  	17.6  	50  	280  	Eutectic  
